index,Month,Day,Year,Ship Name,Ship Type,Tonnage,Latitiude,Longitude,Assessment,Original Location,Month Index
737,11,14,1944,UNKAI MARU NO 5,Tanker,2841,17.95,117.75,Sunk,"17-57N, 117-45E",36
738,11,14,1944,KURASAKI,Miscellaneous Ausiliary,989,17.45,117.7166667,Sunk,"17-27N, 117-43E",36
739,5,2,1945,TORYU MARU,Cargo,1992,37.36666667,123.7166667,Sunk,"37-22N, 123-43E",42
740,5,12,1945,REKIZAN MARU,Cargo,1311,37.38333333,123.7,Sunk,"37-23N, 123-42E",42
741,5,16,1945,EIJU MARU,Cargo,2455,37.65,124.1833333,Sunk,"37-39N, 124-11E",42
742,11,26,1943,NIKKAI MARU,Converted Gunboat,2562,4,147.8333333,Sunk,"4-00N, 147-50E",24
743,12,27,1943,KYOKO MARU,Tanker,5792,-5,121.3666667,Sunk,"5-00S, 121-22E",25
744,1,1,1944,OKUYO MARU,Converted Gunboat,2904,-3.016666667,128.0666667,Sunk,"3-51S, 128-04E",26
745,5,22,1944,TENPEI MARU,Transport,6094,5.066666667,127.6166667,Sunk,"5-34N, 127-37E",30
746,7,18,1944,JANBI MARU,Tanker,5244,-5.016666667,112.5,Sunk,"5-21S, 112-30E",32
747,8,4,1944,KOSHU MARU,Cargo,2612,-3.15,117.9,Sunk,"3-59S, 117-54E",33
748,8,14,1944,ZUISHO MARU,Transport,5289,3.033333333,112.9333333,Sunk,"3-52N, 112-56E",33
749,8,18,1944,NANSEI MARU,Tanker,5878,8.133333333,116.9666667,Sunk,"8-48N, 116-58E",33
750,8,21,1944,TAKETOYO MARU,Transport,6965,13.38333333,120.3166667,Sunk,"13-23N, 120-19E",33
751,10,12,1944,TOKO MARU,Transport,4180,13.51666667,120.3166667,Sunk,"13-31N, 120-19E",35
752,11,1,1944,HORAI MARU NO 7,Cargo,865,13.03333333,120.2833333,Sunk,"13-02N, 120-17E",36
753,11,14,1944,COAST DEF VESSEL NO 7,Frigate,800,17.76666667,117.95,Sunk,"17-46N, 117-57E",36
754,12,30,1944,KUURETAKE,Old Destroyer,820,21,121.4,Sunk,"21-00N, 121-24E",37
755,4,11,1944,AKIGUMO,Destroyer,1900,6.05,122.3833333,Sunk,"6-43N, 122-23E",29
756,4,15,1944,SHINYU MARU,Transport,4621,6.016666667,123.6666667,Sunk,"6-41N, 123-40E",29
757,4,16,1944,YAMAGATA MARU,Transport,3807,7.066666667,123.45,Sunk,"7-04N, 123-27E",29
758,6,11,1944,ASANAGI MARU,Tanker,5142,6,120.7833333,Sunk,"6-20N, 120-47E",31
759,6,24,1944,ASO MARU,Transport,3028,9.116666667,125.1166667,Sunk,"9-57N, 125-07E",31
760,11,8,1944,NICHINAN MARU NO 2,Tanker,5226,13.76666667,116.8833333,Sunk,"13-46N, 116-53E",36
761,8,25,1944,BATOPAHA MARU,Cargo,5953,18.55,120.5666667,Sunk,"18-33N, 120-34E",33
762,9,16,1944,OGURA MARU NO 2,Tanker,7311,21.38333333,121.2833333,Sunk,"21-23N, 121-17E",34
763,9,21,1944,MIZUHO MARU,Transport,8506,18.58333333,120.65,Sunk,"18-35N, 120-39E",34
764,11,23,1944,HOZAN MARU,Transport,2345,24.43333333,122.7666667,Sunk,"24-26N, 122-46E",36
765,12,19,1944,UNRYU,Aircraft Carrier,18500,28.98333333,124.05,Sunk,"28-59N, 124-03E",37
766,10,26,1944,TAKASAGO MARU NO 7,Tanker,834,10.3,117.7833333,Sunk,"10-18N, 117-47E",35
767,8,24,1944,YOSHIDA MARU NO 3,Cargo,4646,25.21666667,121.8166667,Sunk,"255-13N, 121-49E",33
768,8,24,1944,FUKUREI MARU,Cargo,5969,25.21666667,121.8166667,Sunk,"25-13N, 121-49E",33
769,6,11,1943,SEINAN MARU,Cargo,1338,41,141.5,Sunk,"41-00N, 141-30E",19
770,6,26,1943,SHINRYU MARU,Transport,4936,48.1,153.25,Sunk,"48-06N, 153-15E",19
771,7,10,1945,MINESWEEPER NO 27,Minesweeper,630,39.33333333,112.1166667,Sunk,"39-20N, 112-07E",44
772,9,19,1943,KATSURA MARU NO 2,Converted Gunboat,1368,49.08333333,151.75,Sunk,"49-05N, 151-45E",22
773,6,11,1943,JINBU MARU,Cargo,5228,50.38333333,155.6,Sunk,"50-23N, 155-36E",19
774,10,26,1942,KEIZAN MARU,Cargo,2864,50.15,155.6166667,Sunk,"50-09N, 155-37E",11
775,7,2,1943,BANSHU MARU NO 7,Cargo,5430,52.5,156.2,Sunk,"52-30N, 156-12E",20
776,2,8,1942,NATSUSHIO,Destroyer,1900,-5,119.4,Sunk,"5-10S, 119-24E",3
777,7,8,1942,TENZAN MARU,Transport,2776,-4,151.8333333,Sunk,"4-00S, 151-50E",8
778,12,22,1941,HAYO MARU,Cargo,5445,16.61666667,120.2833333,Sunk,"16-37N, 120-17E",1
779,8,8,1942,MEIYO MARU,Transport,5268,-4.033333333,152.7166667,Sunk,"4-52S, 152-43E",9
780,3,4,1942,ERIMO,Tanker,6500,-4.15,108.4166667,Sunk,"4-19S, 108-25E",4
781,5,28,1943,SEIKI MARU,Cargo,1036,50.63333333,155.25,Sunk,"50-38N, 155-15E",18
782,5,11,1942,OKINOSHIMA,Minelayer,4400,-5.1,153.8,Sunk,"5-06S, 153-48E",6
783,5,12,1942,SHOEI MARU,Converted Salvage Vessel,5644,-4.016666667,152.9,Sunk,"4-51S, 152-54E",6
784,6,21,1942,KEIJO MARU,Converted Gunboat,2626,-9,160,Sunk,"9-00S, 160-00E",7
785,8,10,1942,KAKO,Heavy Cruiser,8800,-2.083333333,152.25,Sunk,"2-15S, 152-15E",9
786,3,2,1942,KAMOGAWA MARU,Aircraft Ferry,6440,-8.1,115.95,Sunk,"8-06S, 115-57E",4
787,6,15,1943,SHINJU MARU,Cargo,3617,39.21666667,142,Sunk,"39-13N, 142-00E",19
788,6,25,1943,IBURI MARU,Transport,3291,39.56666667,142.1,Sunk,"39-34N, 142-06E",19
789,12,4,1943,CHUYO,Escortt Aircraft Carrier,20000,32.61666667,143.65,Sunk,"32-37N, 143-39E",25
790,12,13,1943,TOTAI MARU,Cargo,3195,30.91666667,132.55,Sunk,"30-55N, 132-33E",25
791,12,21,1943,UYO MARU,Cargo,6476,32.63333333,132.0666667,Sunk,"32-38N, 132-04E",25
792,8,24,1944,TOAN MARU,Cargo,2110,21.48333333,121.3,Sunk,"21-29N, 121-18E",33
793,5,25,1942,ASAHI,Repair Ship,11441,10,110,Sunk,"10-00N, 110-00E",6
794,5,28,1942,GANGES MARU,Transport,4382,9,111,Sunk,"9-00N, 111-00E",6
795,11,17,1942,OREGON MARU,Converted Salvage Vessel,5873,14.76666667,119.7333333,Sunk,"14-46N, 119-44E",12
796,8,10,1943,WAKANOURA MARU,Transport,2411,46.96666667,143.5,Sunk,"46-58N, 143-30E",21
797,2,28,1944,KAIKO MARU,Cargo,3548,50.03333333,155.5,Sunk,"50-02N, 155-30E",27
798,3,3,1944,AKASHISAN MARU,Cargo,4541,42.86666667,149.2666667,Sunk,"42-52N, 149-16E",28
799,3,13,1944,TATSUTA,Light Cruiser,3300,32.96666667,138.8666667,Sunk,"32-58N, 138-52E",28
800,3,13,1944,KOKUYO MARU,Cargo,4667,32.96666667,138.8666667,Sunk,"32-58N, 138-52E",28
801,5,3,1944,KENAN MARU,Cargo,3129,15.48333333,145.7,Sunk,"15-29N, 145-42E",30
802,5,11,1944,MITAKESAN MARU,Transport,4441,14.96666667,145.4333333,Sunk,"14-58N, 145-26E",30
803,5,14,1944,KOHO MARU,Cargo,4291,13.7,144.7166667,Sunk,"13-42N, 144-43E",30
804,5,17,1944,TAOKOKU MARU,Cargo,2633,14.95,144.7833333,Sunk,"14-57N, 144-47E",30
805,5,17,1944,FUKKO MARU,Transport,3834,14.91666667,142.5,Sunk,"14-55N, 142-30E",30
806,7,14,1944,TAIKO MARU,Converted Gunboat,2984,-6,121.5,Sunk,"6-00S, 121-30E",32
807,9,25,1942,TEIBO MARU,Cargo,4472,10.51666667,109.5166667,Sunk,"10-31N, 109-31E",10
808,6,13,1943,KONAN MARU,Transport,5226,6.083333333,138.4166667,Sunk,"6-05N, 138-25E",19
809,11,9,1943,TAGA MARU,Cargo,2868,21.63333333,131.3166667,Sunk,"21-38N, 131-19E",24
810,11,11,1943,KOSEI MARU,Transport,3551,27.6,130.5333333,Sunk,"27-36N, 130-32E",24
811,2,17,1944,NICHIRO MARU,Transport,6534,8,135.95,Sunk,"8-50N, 135-57E",27
812,2,29,1944,UCHIDE MARU,Transport,5275,8.116666667,132.8666667,Sunk,"8-57N, 132-52E",27
813,4,26,1944,WAZAN MARU,Cargo,4851,33.5,135.45,Sunk,"33-30N, 135-27E",29
814,9,11,1942,KANTO MARU,Aircraft Ferry,8606,-3.1,118.4833333,Sunk,"3-16S, 118-29E",10
815,5,26,1943,KAGI MARU,Transport,2343,28.75,129.6166667,Sunk,"28-45N, 129-37E",18
816,5,28,1943,AKATSUKI MARU,Tanker,10216,27.53333333,126.1333333,Sunk,"27-32N, 126-08E",18
817,5,30,1943,TAKAMISAN MARU,Cargo,1992,30.11666667,124.5333333,Sunk,"30-07N, 124-32E",18
818,5,30,1943,SHOKO MARU,Cargo,5385,30.11666667,124.5333333,Sunk,"30-07N, 124-32E",18
819,5,5,1943,HAKKAI MARU,Cargo,2921,34.18333333,137.6833333,Sunk,"34-11N, 137-41E",18
820,7,27,1943,HIRASHIMA,Coatal Minelayer,720,32.53333333,127.6833333,Sunk,"32-32N, 127-41E",20
821,12,8,1943,SANSEI MARU,Transport,3267,25.33333333,141.7666667,Sunk,"25-20N, 141-46E",25
822,7,26,1944,I 29,Submarine,2212,20.16666667,121.8333333,Sunk,"20-10N, 121-50E",32
823,10,9,1944,TACHIBANA MARU,Tanker,6521,19.55,116.6333333,Sunk,"19-33N, 116-38E",35
824,10,23,1944,KIMIKAWA MARU,Converted Seaplane Tender,6863,18.96666667,118.5166667,Sunk,"18-58N, 118-31E",35
825,11,16,1944,KISARAGI MARU,Cargo,875,28.93333333,141.9833333,Sunk,"28-56N, 141-59E",36
826,11,28,1944,I 365,Submarine,1470,34.73333333,141.0166667,Sunk,"34-44N, 141-01E",36
827,5,28,1943,KAMIKAWA MARU,Converted Seaplane Tender,6853,-1.1,150.4,Sunk,"1-36S, 150-24E",18
828,7,27,1943,I 24,Submarine,2180,-2,149.0166667,Sunk,"2-50S, 149-01E",20
829,9,18,1943,KANSAI MARU,Transport,8614,0.416666667,146.35,Sunk,"00-25N, 146-21E",22
830,11,10,1943,TOKYO MARU,Transport,6486,3.1,150.5666667,Sunk,"3-36N, 150-34E",24
831,1,14,1944,NIPPON MARU,Tanker,9975,5.033333333,140.7166667,Sunk,"5-02N, 140-43E",26
832,4,20,1943,MEIJI MARU NO 1,Converted Gunboat,1934,37.16666667,141.4166667,Sunk,"37-10N, 141-25E",17
833,4,27,1943,YUZAN MARU,Transport,6380,38.13333333,143.05,Sunk,"38-08N, 143-03E",17
834,7,3,1943,ANZAN MARU,Cargo,3890,38.13333333,124.3333333,Sunk,"38-08N, 124-20E",20
835,7,3,1943,KOKURYU MARU,Transport,6112,38.13333333,124.3333333,Sunk,"38-08N, 124-20E",20
836,10,7,1942,NAMINOUE MARU,Transport,4731,-3.016666667,151.35,Sunk,"3-51S, 151-21E",11
837,10,14,1942,SUMIYOSHI MARU,Cargo,1921,-3,150.05,Sunk,"3-20S, 150-03E",11
838,8,9,1943,SEKKO MARU,Transport,3183,24.85,122.2,Sunk,"24-51N, 122-12E",21
839,9,15,1944,RO 42,Submarine,965,34.5,145.3833333,Sunk,"34-30N, 145-23E",34
840,12,2,1944,AKIGAWA MARU,Cargo,7,30.85,128.75,Sunk,"30-51N, 128-45E",37
841,12,2,1944,HAWAII MARU,Transport,9467,30.85,128.75,Sunk,"30-51N, 128-45E",37
842,4,2,1945,TAIJO MARU,Cargo,6866,34.3,124.0666667,Sunk,"34-18N, 124-04E",41
843,4,2,1945,EDOGAWA MARU,Cargo,1972,34.3,124.0666667,Sunk,"34-18N, 124-04E",41
844,4,2,1945,NISSHIN MARU,Cargo,1179,34.3,124.0666667,Sunk,"34-18N, 124-04E",41
845,6,14,1945,WAKAMIYASAN MARU,Cargo,2211,37.63333333,123.5666667,Sunk,"37-38N, 123-34E",43
846,10,22,1944,TOMITSU MARU,Converted Gunboat,2933,29.33333333,129.75,Sunk,"29-20N, 129-45E",35
847,10,22,1944,MUROTO,Supply Ship,4500,29.33333333,129.75,Sunk,"29-20N, 129-45E",35
848,4,16,1945,TOKO MARU,Cargo,6850,33.4,139.5166667,Sunk,"33-24N, 139-31E",41
849,6,9,1945,SAGAWA MARU,Cargo,1186,38.21666667,138.7166667,Sunk,"38-13N, 138-43E",43
850,6,9,1945,SHOYO MARU,Cargo,2211,38.18333333,138.75,Sunk,"38-11N, 138-45E",43
851,6,11,1945,KOFUKU MARU,Cargo,753,40.46666667,139.7833333,Sunk,"40-28N, 139-47E",43
852,6,12,1945,SHINSEN MARU,Cargo,880,40.15,139.7166667,Sunk,"40-09N, 139-43E",43
853,6,15,1945,KOAN MARU,Transport,884,39.88333333,139.6666667,Sunk,"39-53N, 139-40E",43
854,6,19,1945,KOKAI MARU,Cargo,1272,43.21666667,140.3166667,Sunk,"43-13N, 140-19E",43
855,4,17,1945,RO 56,Submarine,889,19.28333333,166.5833333,Sunk,"19-17N, 166-35E",41
856,6,9,1945,COAST DEF VESSEL NO 41,Frigate,800,34.3,127.3,Sunk,"34-18N, 127-18E",43
857,1,6,1945,TARAKAN MARU,Tanker,5135,19.66666667,111.4,Sunk,"19-40N, 111-24E",38
858,3,3,1945,SUITEN MARU,Cargo,2500,-6.15,112.8,Sunk,"6-29S, 112-48E",40
859,3,5,1945,SHOYU MARU,Cargo,853,-5.7,114.0333333,Sunk,"5-42SD, 114-02E",40
860,3,5,1943,NAGARA MARU,Cargo,856,-5.016666667,114.0166667,Sunk,"5-41S, 114-01E",16
861,3,5,1945,MANYO MARU,Converted Gunboat,2904,-5.1,113.75,Sunk,"5-56S, 113-45E",40
862,7,10,1945,SAKISHIMA MARU,Cargo,1224,33.65,126.6666667,Sunk,"33-39N, 126-40E",44
863,2,2,1942,TAMAGAWA MARU,Transport,6441,17.26666667,119.8,Sunk,"17-16N, 119-48E",3
864,7,12,1942,HIYAMA MARU,Cargo,6171,13.8,109.6333333,Sunk,"13-48N, 109-38E",8
865,7,13,1942,SHINYO MARU,Transport,4163,13.06666667,109.5,Sunk,"13-04N, 109-30E",8
866,7,16,1942,HAKODATE MARU,Cargo,5302,12.91666667,109.4833333,Sunk,"12-55N, 109-29E",8
867,10,10,1942,SHIGURE MARU,Cargo,2445,-1.016666667,117.3833333,Sunk,"1-01S, 117-23E",11
868,12,20,1942,I 4,Submarine,1995,-5.033333333,152.55,Sunk,"5-02S, 152-33E",13
869,4,23,1944,DAIJU MARU,Cargo,1279,33.58333333,135.75,Sunk,"33-35N, 135-45E",29
870,10,24,1944,EIKO MARU,Cargo,1843,20.16666667,118.2666667,Sunk,"20-10N, 118-16E",35
871,10,24,1944,TAITEN MARU,Transport,6442,20.51666667,118.5333333,Sunk,"20-31N, 118-32E",35
872,10,24,1944,KOKURYU MARU,Transport,7369,20.55,118.5666667,Sunk,"20-33N, 118-34E",35
873,11,2,1943,CHIHAYA MARU,Cargo,7089,28.61666667,134.7833333,Sunk,"28-37N, 134-47E",24
874,11,2,1943,UME MARU,Transport,5859,28.61666667,134.75,Sunk,"28-37N, 134-45E",24
875,11,22,1943,DAISHU MARU,Cargo,3322,33.6,128.5833333,Sunk,"33-36N, 128-35E",24
876,11,26,1943,UNKNOWN MARU,Cargo,4000,33.6,128.95,Sunk,"33-36N, 128-57E",24
877,11,27,1943,SAN RAMON MARU,Tanker,7309,33.63333333,129.0833333,Sunk,"33-38N, 129-05E",24
878,1,16,1944,NIKKO MARU,Cargo,784,12.81666667,150.3166667,Sunk,"12-49N, 150-19E",26
879,1,21,1944,YASUKUNI MARU,Cargo,3025,3.15,137.0333333,Sunk,"3-19N, 137-02E",26
880,1,21,1944,IKOMA MARU,Transport,3156,3.15,137.0333333,Sunk,"3-19N, 137-02E",26
881,1,30,1944,TOKO MARU,Transport,2747,6,138.2333333,Sunk,"6-10N, 138-14E",26
882,2,1,1944,TOEI MARU,Cargo,4004,4.016666667,143.2666667,Sunk,"4-21N, 143-16E",27
883,4,8,1944,ARATAMA MAARU,Converted Submarine Tender,6784,13.26666667,144.75,Sunk,"13-16N, 144-45E",29
884,4,8,1944,KIZUGAWA MARU,Cargo,1915,13.26666667,144.75,Sunk,"13-16N, 144-45E",29
885,4,9,1944,BISAKU MARU,Cargo,4467,15.36666667,145.1,Sunk,"15-22N, 145-06E",29
886,4,20,1944,RO 45,Submarine,965,15.31666667,145.5166667,Sunk,"15-19N, 145-31E",29
887,4,27,1944,AKIGAWA MARU,Cargo,5244,14.83333333,142.3833333,Sunk,"14-50N, 142-23E",29
888,6,27,1944,MEDAN MARU,Tanker,5135,21.35,120.3,Sunk,"21-21N, 120-18E",31
889,7,3,1944,NITTO MARU,Cargo,2186,19.46666667,115.6833333,Sunk,"19-28N, 115-41E",32
890,7,3,1944,GYOYU MARU,Transport,2232,19.46666667,115.6833333,Sunk,"19-28N, 115-41E",32
891,7,4,1944,KYODO MARU NO 28,Cargo,1506,20.33333333,114.9,Sunk,"20-20N, 114-54E",32
892,10,6,1944,COAST DEF VESSEL NO 21,Frigate,800,19.45,118.1333333,Sunk,"19-27N, 118-08E",35
893,12,23,1941,HAYATAKA MARU,Cargo,856,17.58333333,120.2,Sunk,"17-35N, 120-12E",1
894,5,28,1942,TATSUFUKU MARU,Cargo,1946,7.116666667,116.2833333,Sunk,"7-27N, 116-17E",6
895,11,16,1942,BOSTON MARU,Transport,5477,6.133333333,135.3333333,Sunk,"6-18N, 135-20E",12
896,5,4,1943,SAN CLEMENTE MARU,Tanker,7354,6.066666667,134.9166667,Sunk,"6-54N, 134-55E",18
897,8,24,1944,TOSEI MARU,Cargo,531,42.5,144.0833333,Sunk,"42-30N, 144-05E",33
898,9,9,1944,SHONAN MARU,Transport,5859,47.96666667,148.3333333,Sunk,"47-58N, 148-20E",34
899,10,25,1944,HAKUYO MARU,Cargo,5742,50.28333333,150.8333333,Sunk,"50-17N, 150-50E",35
900,6,28,1944,SANSEI MARU,Cargo,2386,34.05,129,Sunk,"34-03N, 129-00E",31
901,7,6,1944,SETSUZAN MARU,Cargo,1922,29.98333333,122.8833333,Sunk,"29-59N, 122-53E",32
902,7,11,1944,TSUKUSHI MARU NO 2,Cargo,2417,37.4,124.5166667,Sunk,"37-24N, 124-31E",32
903,7,11,1944,TAIAN MARU NO 2,Cargo,1034,37.5,124.5333333,Sunk,"37-30N, 124-32E",32
904,8,31,1944,SHIRATAKA,Minelayer,1034,21.08333333,121.4333333,Sunk,"21-05N, 121-26E",33
905,9,12,1944,NANKAI MARU,Transport,8416,18.7,114.5,Sunk,"18-42N, 114-30E",34
906,9,12,1944,RAKUYO MARU,Transport,9419,18.7,114.5,Sunk,"18-42N, 114-30E",34
907,11,21,1944,KONGO,Battleship,31000,26.15,121.3833333,Sunk,"26-09N, 121-23E",36
908,11,21,1944,URAKAZE,Destroyer,1900,26.15,121.3833333,Sunk,"26-09N, 121-23E",36
909,12,20,1944,MAMIYA,Supply Ship,7000,17.8,114.15,Sunk,"17-48N, 114-09E",37
910,3,17,1945,SAMUI,Tanker,1458,5.133333333,103.3833333,Sunk,"5-18N, 103-23E",40
911,1,14,1943,SHIRAHA MARU,Cargo,5693,9.033333333,130.6333333,Sunk,"9-12N, 130-38E",14
912,11,25,1943,TOA MARU,Tanker,10052,8,158,Sunk,"8-20N, 158-00E",24
913,9,21,1944,RIZAN MARU,Cargo,47747,49.26666667,145.4833333,Sunk,"49-16N, 145-29E",34
914,6,15,1942,NAMPO MARU,Converted Gunboat,1206,14.33333333,120.3333333,Sunk,"14-20N, 120-20E",7
915,8,14,1942,HACHIGEN MARU,Transport,3113,5.116666667,119.6166667,Sunk,"5-07N, 119-37E",9
916,8,25,1942,SHOWA MARU,Cargo,1349,3.083333333,118.9833333,Probably Sunk,"3-55N, 118-59E",9
917,11,2,1942,GIFU MARU,Cargo,2933,6.066666667,126.1166667,Sunk,"6-14N, 126-07E",12
918,11,3,1942,SAGAMI MARU,Transport,7189,7.033333333,125.55,Sunk,"7-02N, 125-33E",12
919,11,8,1942,KEIKO MARU,Converted Gunboat,2929,6.033333333,126.05,Sunk,"6-22N, 126-03E",12
920,4,15,1943,KAIHEI MARU,Cargo,4575,21.1,151.75,Sunk,"21-06N, 151-45E",17
921,4,23,1943,PATROL BOAT NO 39,Old Destroyer,820,23.75,122.75,Sunk,"23-45N, 122-45E",17
922,6,20,1943,SHOJIN MARU,Cargo,4739,24.65,118.8666667,Sunk,"24-39N, 118-52E",19
923,8,31,1943,SHOTO MARU,Transport,4254,28.45,123.05,Sunk,"28-27N, 123-03E",21
924,8,31,1943,KOKKO MARU,Cargo,5486,28.45,123.05,Sunk,"28-27N, 123-03E",21
925,9,1,1943,FUSEI MARU,Transport,2256,31.46666667,127.4,Sunk,"31-28N, 127-24E",22
926,10,29,1943,WUHU MARU,Cargo,3222,22.5,115.4166667,Sunk,"22-30N, 115-25E",23
927,11,4,1943,KAIFUKU MARU,Transport,3177,21.36666667,113.3333333,Sunk,"21-22N, 113-20E",24
928,1,10,1944,ASUKA MARU,Cargo,7523,23.58333333,127.5,Sunk,"23-35N, 127-30E",26
929,1,10,1944,GETSUYO MARU,Cargo,6440,27.36666667,127.5166667,Sunk,"27-22N, 127-31E",26
930,1,11,1944,YAHIKO MARU,Cargo,5747,27.16666667,127.4666667,Sunk,"27-10N, 127-28E",26
931,1,14,1944,YAMATSURU MARU,Cargo,3651,28.5,133.6666667,Sunk,"28-30N, 133-40E",26
932,3,11,1945,SHORI MARU,Cargo,3087,32.81666667,127.9166667,Sunk,"32-49N, 127-55E",40
933,6,11,1945,FUKUI MARU NO 2,Cargo,1578,37.18333333,123.3833333,Sunk,"37-11N, 123-23E",43
934,2,16,1945,NARIU,Coastal Minelayer,720,32.16666667,135.9,Sunk,"32-10N, 135-54E",39
935,4,19,1945,HAGANE MARU,Cargo,1901,33.58333333,135.3833333,Sunk,"33-35N, 135-23E",41
936,4,28,1945,HAHTSUSHIMA,Repair Ship,2000,33.96666667,136.2833333,Sunk,"33-58N, 136-17E",41
937,7,28,1945,UNKAI MARU NO 15,Cargo,1208,39.88333333,139.7166667,Sunk,"39-53N, 139-43E",44
938,7,28,1945,HAGIKAWA MARU,Cargo,2995,40.28333333,139.8333333,Sunk,"40-17N, 139-50E",44
939,7,28,1945,HAKUEI MARU,Tanker,2863,39.88333333,139.7166667,Sunk,"39-53N, 139-43E",44
940,7,30,1945,YUZAN MARU,Transport,6039,42.6,139.8,Sunk,"42-36N, 139-48E",44
941,9,19,1944,IOSHIMA,Frigate,900,33.66666667,138.3,Sunk,"33-40N, 138-18E",34
942,5,17,1945,CHOSAN MARU,Cargo,3939,35.68333333,126.2833333,Sunk,"35-41N, 126-17E",42
943,6,7,1945,AZUSA MARU,Cargo,1370,34,126.75,Sunk,"34-00N, 126-45E",43
944,6,2,1944,CHIYO MARU,Cargo,4700,20.88333333,140.2833333,Sunk,"20-53N, 140-17E",31
945,6,4,1944,KATSUKAWA MARU,Cargo,6886,19.58333333,138.7166667,Sunk,"19-35N, 138-43E",31
946,6,5,1944,TAMAHIME MARU,Cargo,3080,17.61666667,140.5333333,Sunk,"17-37N, 140-32E",31
947,6,5,1944,TAKAOKA MARU,Transport,7006,17.61666667,140.5333333,Sunk,"17-37N, 140-32E",31
948,5,17,1942,UNKNOWN MARU,Cargo,4000,33.46666667,135.55,Sunk,"33-28N, 135-33E",6
949,7,28,1942,UNKNOWN MARU,Transport,4000,33.35,139.4,Sunk,"33-21N, 139-24E",8
950,8,8,1942,NIKKEI MARU,Transport,5811,33.55,135.3833333,Sunk,"33-33N, 135-23E",9
951,1,18,1943,TOEI MARU,Tanker,10023,6.016666667,150.3833333,Sunk,"6-21N, 150-23E",14
952,1,20,1943,SOMEDONO OMARU,Transport,5154,3.033333333,153.9333333,Sunk,"3-52N, 153-56E",14
953,1,20,1943,SURABAYA MARU,Cargo,4391,3.033333333,153.9333333,Sunk,"3-52N, 153-56E",14
954,1,20,1943,MEIU MARU,Cargo,8230,3.033333333,153.9333333,Sunk,"3-52N, 153-56E",14
955,6,11,1943,HIDE MARU,Cargo,5256,2.116666667,152,Sunk,"2-47N, 152-00E",19
956,10,18,1943,TAIRIN MARU,Cargo,1915,1,143.2666667,Sunk,"1-00N, 143-16E",23
957,10,24,1943,TENNAN MARU,Cargo,5407,2.083333333,144.65,Sunk,"2-05N, 144-39E",23
958,10,24,1943,KAZAN MARU,Cargo,1893,2.083333333,144.65,Sunk,"2-05N, 144-39E",23
959,10,24,1943,JOHORE MARU,Transport,6182,2.083333333,144.65,Sunk,"2-05N, 144-39E",23
960,12,29,1943,TENPOSAN MARU,Cargo,1970,8,133.85,Sunk,"800N, 133-51E",25
961,12,29,1943,SHICHISEI MARU,Cargo,1911,8.05,133.85,Sunk,"8-03N, 133-51E",25
962,12,29,1943,RYUTO MARU,Cargo,3311,8,133.85,Sunk,"8-00N, 133-51E",25
963,3,16,1944,KOFUKU MARU,Cargo,1920,4.133333333,135.9333333,Sunk,"4-28N, 135-56E",28
964,5,10,1944,OKINAWA MARU,Cargo,2254,11.43333333,143.7666667,Sunk,"11-26N, 143-46E",30
965,5,10,1944,MIKAGE MARU NO 18,Transport,4319,11.43333333,143.7666667,Sunk,"11-26N, 143-46E",30
966,5,10,1944,CHOAN MARU NO 2,Converted Gunboat,2631,11.43333333,143.7666667,Sunk,"11-26N, 143-46E",30
967,5,20,1944,SHOSEI MARU,Converted Gunboat,998,13.53333333,144.6,Sunk,"13-32N, 144-36E",30
968,5,29,1944,SHOKEN MARU,Cargo,1949,16.38333333,144.9833333,Sunk,"16-23N, 144-59E",30
969,5,29,1944,HORAIZAN MARU,Cargo,1999,16.38333333,144.9833333,Sunk,"16-23N, 144-59E",30
970,1,25,1945,MALAY MARU,Cargo,4556,31.3,130.1333333,Sunk,"31-18N, 130-08E",38
971,12,21,1943,TERUKAWA MARU,Cargo,6429,9.15,151.9166667,Sunk,"9-509N, 151-55E",25
972,2,16,1944,AGANO,Light Cruiser,7000,10.18333333,151.7,Sunk,"10-11N, 151-42E",27
973,7,7,1944,USUGUMO,Destroyer,1950,47.71666667,147.9166667,Sunk,"47-43N, 147-55E",32
974,7,15,1944,MIHO MARU,Cargo,515,48.11666667,148.1,Sunk,"48-07N, 148-06E",32
975,7,16,1944,NIPPON MARU,Cargo,1942,48.2,148.05,Sunk,"48-12N, 148-03E",32
976,9,29,1944,EKISAN MARU,Cargo,3690,27.2,128.2166667,Sunk,"27-12N, 128-13E",34
977,6,10,1945,I 122,Submarine,1142,37.48333333,137.4166667,Sunk,"37-29N, 137-25E",43
978,6,12,1945,YOZAN MARU,Cargo,1227,37.11666667,136.7,Sunk,"37-07N, 136-42E",43
979,6,12,1945,KENJO MARU,Cargo,3142,37.11666667,136.7,Sunk,"37-07N, 136-42E",43
980,6,12,1945,ZUIKO MARU,Cargo,887,37.11666667,136.7,Sunk,"37-07N, 136-42E",43
981,5,6,1942,KANAN MARU,Cargo,2567,12.08333333,109.5833333,Sunk,"12-05N, 109-35E",6
982,5,8,1942,BUJUN MARU,Cargo,4804,12,111.1666667,Sunk,"12-00N, 111-10E",6
983,5,17,1942,TAZAN MARU,Transport,5478,6.033333333,108.6,Sunk,"6-22N, 108-36E",6
984,10,14,1942,SHUNKO MARU,Cargo,6781,5.083333333,144.4166667,Sunk,"5-35N, 144-25E",11
